row number,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,response
1049,667.7241602,160.897388,0.50422048,1.025452186,13.07100592,242.64216,1213.2108,50.79047871,202.5388441,33.31711122,565.4636756,5
1050,490.7370334,148.8300839,0.47768256,4.381477522,12.0390844,582.341184,1876.432704,50.66777169,221.2553049,48.03862548,774.4393818,6
1051,587.2754662,96.5384328,0.45114464,6.99171945,16.51074432,469.108176,2458.773888,50.93363689,207.2179593,41.84009316,553.170987,5
1052,555.0959886,84.4711287,1.07478576,1.025452186,47.12441608,841.159488,1989.665712,50.78025312,202.5388441,30.21784506,565.4636756,6
1053,611.4100744,116.6506063,0.55729632,1.211898038,12.0390844,291.170592,1391.148384,50.65754611,199.865064,30.21784506,694.5369059,5
1054,756.2177236,116.6506063,0.7297928,2.050904372,17.198692,274.994448,1924.961136,50.93363689,208.5548494,53.46234126,633.0734629,4
1055,563.140858,124.6954757,0.68998592,1.584789742,9.97524136,80.88072,986.744784,50.70867403,205.2126242,33.31711122,639.2198072,5
1056,691.8587684,104.5833022,0.54402736,2.050904372,16.85471816,469.108176,1795.551984,50.82626825,197.8597289,34.09192776,614.63443,5
1057,603.365205,84.4711287,0.45114464,1.118675112,20.6384304,420.579744,1795.551984,50.77514033,234.6242055,36.41637738,657.6588401,6
1058,579.2305968,205.1441697,0.31845504,9.3222926,31.98956712,566.16504,3186.700368,51.03077995,227.9397552,36.41637738,553.170987,5
1059,603.365205,84.4711287,0.45114464,1.118675112,20.6384304,420.579744,1795.551984,50.77514033,234.6242055,36.41637738,657.6588401,6
1060,426.3780782,120.673041,0.2653792,1.025452186,26.48598568,776.454912,2685.239904,50.84160663,220.5868599,41.84009316,534.7319541,4
1061,643.589552,104.5833022,0.47768256,1.86445852,18.57458736,485.28432,1957.313424,50.71889962,206.5495143,55.78679088,712.9759388,7
1062,563.140858,84.4711287,0.37153088,6.99171945,24.0781688,727.92648,2992.58664,50.95408806,223.26064,42.6149097,577.7563642,5
1063,539.0062498,104.5833022,0.34499296,3.72891704,27.17393336,574.253112,3494.047104,50.90296014,221.2553049,52.68752472,583.9027085,5
1064,539.0062498,104.5833022,0.34499296,3.822139966,25.11009032,582.341184,3267.581088,50.90296014,220.5868599,51.91270818,583.9027085,5
1065,651.6344214,104.5833022,0.49095152,1.771235594,24.76611648,776.454912,2572.006896,50.86717059,225.2659751,54.2371578,669.9515287,6
1066,667.7241602,88.4935634,0.50422048,13.79699305,18.57458736,517.636608,2038.194144,51.13814858,215.2392997,38.740827,596.1953971,5
1067,514.8716416,120.673041,0.67671696,5.12726093,16.51074432,1002.920928,2782.296768,50.83138105,205.8810692,34.8667443,559.3173313,6
1068,603.365205,76.4262593,0.45114464,2.423796076,12.72703208,533.812752,2022.018,50.73423799,207.2179593,37.96601046,682.2442173,7
1069,707.9485072,132.7403451,0.58383424,5.919655801,8.25537216,145.585296,1407.324528,50.70356124,197.8597289,30.9926616,774.4393818,7
1070,555.0959886,80.448694,0.47768256,1.39834389,10.66318904,614.693472,2377.893168,50.77514033,223.9290851,43.38972624,676.097873,6
1071,643.589552,148.8300839,0.42460672,1.491566816,13.7589536,517.636608,2685.239904,50.71889962,200.533509,42.6149097,694.5369059,7
1072,667.7241602,88.4935634,0.50422048,13.79699305,18.57458736,517.636608,2038.194144,51.13814858,215.2392997,38.740827,596.1953971,5
1073,659.6792908,116.6506063,0.43787568,8.483286266,12.38305824,452.932032,1908.784992,50.88762176,197.8597289,30.9926616,669.9515287,7
1074,619.4549438,136.7627798,0.3980688,7.45783408,16.51074432,404.4036,3105.819648,50.87739618,198.5281739,36.41637738,669.9515287,5
1075,498.7819028,221.2339085,0.5971032,11.18675112,16.85471816,436.755888,3008.762784,50.9949904,211.8970745,38.740827,571.6100199,6
1076,514.8716416,160.897388,0.25211024,2.983133632,11.35113672,452.932032,2005.841856,50.63709494,215.2392997,41.84009316,780.5857261,7
1077,603.365205,112.6281716,0.43787568,7.178165302,16.51074432,679.398048,2911.70592,50.9949904,225.2659751,45.71417586,620.7807743,6
1078,627.4998132,104.5833022,0.58383424,1.211898038,12.72703208,695.574192,2135.251008,50.84160663,212.5655195,50.3630751,614.63443,5
1079,522.916511,104.5833022,0.45114464,15.19533694,17.54266584,905.864064,3186.700368,51.14837417,233.2873155,32.54229468,602.3417414,5
1080,506.8267722,136.7627798,0.38479984,5.779821412,15.82279664,469.108176,3671.984688,50.88250897,219.9184149,41.06527662,620.7807743,6
1081,547.0511192,60.3365205,0.43787568,4.381477522,20.29445656,501.460464,1908.784992,50.90296014,229.2766453,30.21784506,553.170987,7
1082,506.8267722,108.6057369,0.331724,5.406929708,13.07100592,841.159488,2507.30232,50.87228339,219.2499698,29.44302852,577.7563642,6
1083,506.8267722,108.6057369,0.331724,5.406929708,13.07100592,841.159488,2507.30232,50.87228339,219.2499698,29.44302852,577.7563642,6
1084,595.3203356,80.448694,0.49095152,15.80128596,16.51074432,695.574192,3073.46736,51.10235904,202.5388441,32.54229468,565.4636756,6
1085,506.8267722,92.5159981,0.27864816,4.754369226,12.0390844,469.108176,2297.012448,50.83138105,224.5975301,25.56894582,620.7807743,7
1086,587.2754662,124.6954757,0.91555824,9.508738452,14.10292744,938.216352,2588.18304,51.01032878,204.5441792,34.8667443,528.5856098,5
1087,418.3332088,96.5384328,0.5971032,3.542471188,9.28729368,339.699024,2070.546432,50.71889962,237.2979857,37.96601046,688.3905616,8
1088,563.140858,96.5384328,0.42460672,1.211898038,12.72703208,630.869616,1989.665712,50.71889962,211.8970745,32.54229468,688.3905616,8
1089,595.3203356,80.448694,0.49095152,15.80128596,16.51074432,695.574192,3073.46736,51.10235904,202.5388441,32.54229468,565.4636756,6
1090,563.140858,68.3813899,0.43787568,3.72891704,11.69511056,274.994448,2054.370288,50.79047871,213.2339646,30.21784506,651.5124958,7
1091,667.7241602,84.4711287,0.76959968,15.94112035,16.85471816,1002.920928,3445.518672,51.15859975,201.201954,39.51564354,571.6100199,6
1092,579.2305968,84.4711287,0.4644136,13.51732427,16.51074432,566.16504,2879.353632,51.03589274,203.8757342,36.41637738,547.0246427,6
1093,571.1857274,84.4711287,0.5307584,1.118675112,23.73419496,388.227456,2523.478464,50.75980195,228.6082003,33.31711122,651.5124958,6
1094,675.7690296,68.3813899,0.41133776,6.245936042,13.07100592,469.108176,2135.251008,50.84671942,207.2179593,24.79412928,651.5124958,7
1095,595.3203356,96.5384328,0.41133776,7.830725784,15.4788228,841.159488,2960.234352,50.93874968,206.5495143,24.79412928,540.8782984,5
1096,426.3780782,96.5384328,0.43787568,1.211898038,11.35113672,404.4036,1569.085968,50.64732052,239.9717658,29.44302852,676.097873,8
1097,522.916511,112.6281716,0.34499296,8.203617488,13.7589536,711.750336,2248.484016,50.90296014,221.92375,28.66821198,626.9271186,6
1098,506.8267722,92.5159981,0.27864816,4.754369226,12.0390844,469.108176,2297.012448,50.83138105,224.5975301,25.56894582,620.7807743,7
1099,522.916511,116.6506063,0.331724,9.881630156,13.41497976,517.636608,1941.13728,50.93363689,221.2553049,26.34376236,620.7807743,6
1100,466.6024252,116.6506063,0.27864816,2.423796076,8.599346,194.113728,1941.13728,50.58596702,226.6028652,61.21050666,860.488202,7
1101,506.8267722,108.6057369,0.331724,5.406929708,13.07100592,841.159488,2507.30232,50.87228339,219.2499698,29.44302852,577.7563642,6
1102,506.8267722,68.3813899,0.55729632,2.610241928,9.63126752,727.92648,1730.847408,50.65754611,218.5815248,33.31711122,725.2686274,6
1103,506.8267722,64.3589552,0.5307584,1.491566816,11.35113672,954.392496,2394.069312,50.68822286,229.9450903,41.06527662,700.6832502,5
1104,635.5446826,116.6506063,0.51748944,6.245936042,12.38305824,97.056864,1892.608848,50.81092988,208.5548494,32.54229468,657.6588401,5
1105,587.2754662,124.6954757,0.91555824,9.508738452,14.10292744,938.216352,2588.18304,51.01032878,204.5441792,34.8667443,528.5856098,5
1106,442.467817,128.7179104,0.5971032,4.567923374,9.63126752,404.4036,3089.643504,50.7291252,234.6242055,37.96601046,706.8295945,7
1107,418.3332088,96.5384328,0.5971032,3.542471188,9.28729368,339.699024,2070.546432,50.71889962,237.2979857,37.96601046,688.3905616,8
1108,579.2305968,148.8300839,0.1990344,1.86445852,9.97524136,436.755888,1407.324528,50.63198215,220.5868599,45.71417586,774.4393818,7
1109,490.7370334,116.6506063,0.35826192,1.584789742,8.25537216,210.289872,1229.386944,50.58085422,214.5708546,39.51564354,774.4393818,7
1110,740.1279848,88.4935634,0.5307584,2.237350224,18.57458736,291.170592,2442.597744,50.88250897,203.2072891,35.64156084,571.6100199,4
1111,579.2305968,148.8300839,0.1990344,1.86445852,9.97524136,436.755888,1407.324528,50.63198215,220.5868599,45.71417586,774.4393818,7
1112,643.589552,72.4038246,0.49095152,1.211898038,13.7589536,242.64216,1552.909824,50.67799728,204.5441792,47.26380894,743.7076603,6
1113,522.916511,88.4935634,0.45114464,11.18675112,18.23061352,889.68792,2863.177488,51.04100553,235.2926506,34.09192776,608.4880857,6
1114,595.3203356,72.4038246,0.5307584,1.491566816,16.16677048,355.875168,1649.966688,50.80581709,219.2499698,34.09192776,657.6588401,5
1115,522.916511,209.1666044,0.22557232,1.305120964,16.16677048,80.88072,420.579744,50.78025312,217.9130798,24.79412928,614.63443,4
1116,563.140858,60.3365205,0.50422048,2.050904372,16.16677048,533.812752,1552.909824,50.75980195,209.2232944,30.21784506,639.2198072,8
1117,474.6472946,166.9310401,0.17249648,1.305120964,13.7589536,177.937584,1035.273216,50.7291252,219.9184149,40.29046008,645.3661515,5
1118,651.6344214,181.0095615,0.45114464,7.737502858,12.72703208,533.812752,3494.047104,51.00521598,221.2553049,49.58825856,596.1953971,5
1119,466.6024252,166.9310401,0.17249648,1.305120964,13.7589536,177.937584,1035.273216,50.7291252,219.9184149,40.29046008,645.3661515,5
1120,514.8716416,201.121735,0.21230336,12.02575745,14.44690128,420.579744,2232.307872,50.9949904,219.2499698,25.56894582,553.170987,5
1121,539.0062498,42.23556435,0.42460672,11.55964282,17.54266584,549.988896,1714.671264,51.02566715,236.6295406,34.8667443,565.4636756,6
1122,482.692164,160.897388,0.3980688,1.491566816,16.16677048,485.28432,1892.608848,50.77514033,211.8970745,37.19119392,620.7807743,6
1123,530.9613804,100.5608675,0.51748944,1.351732427,13.7589536,647.04576,1439.676816,50.67288449,223.9290851,30.9926616,700.6832502,7
1124,788.3972012,144.8076492,0.5971032,1.491566816,14.44690128,177.937584,2005.841856,50.84160663,195.8543938,35.64156084,663.8051844,5
1125,772.3074624,92.5159981,0.5307584,1.39834389,15.13484896,307.346736,2183.77944,50.80581709,197.8597289,37.96601046,669.9515287,5
1126,506.8267722,221.2339085,0.5971032,12.11898038,16.16677048,533.812752,2944.058208,50.9949904,213.9024096,35.64156084,565.4636756,6
1127,522.916511,46.25799905,0.38479984,1.817847057,13.07100592,1180.858512,2685.239904,50.56551585,208.5548494,19.3704135,792.8784147,7
1128,514.8716416,50.28043375,0.38479984,5.453541171,14.44690128,388.227456,1601.438256,50.71889962,215.9077447,24.79412928,737.561316,7
1129,458.5575558,40.224347,0.35826192,1.211898038,16.16677048,339.699024,1617.6144,50.75980195,218.5815248,35.64156084,583.9027085,5
1130,635.5446826,100.5608675,0.38479984,4.940815078,10.66318904,533.812752,1892.608848,50.70867403,204.5441792,24.79412928,725.2686274,7
1131,555.0959886,80.448694,0.37153088,1.118675112,16.51074432,582.341184,2572.006896,50.80070429,213.2339646,33.31711122,559.3173313,6
1132,555.0959886,92.5159981,0.45114464,3.72891704,16.16677048,388.227456,2070.546432,50.84160663,213.9024096,40.29046008,596.1953971,6
1133,547.0511192,156.8749533,0.41133776,13.37748988,14.79087512,452.932032,2620.535328,51.06656949,211.8970745,41.84009316,559.3173313,5
1134,699.9036378,88.4935634,0.55729632,2.144127298,18.23061352,436.755888,1844.080416,50.82115546,199.865064,33.31711122,614.63443,5
1135,595.3203356,164.9198227,0.45114464,4.381477522,14.44690128,307.346736,2054.370288,50.88762176,217.2446348,32.54229468,639.2198072,5
1136,539.0062498,100.5608675,0.45114464,11.97914599,16.51074432,485.28432,2604.359184,51.05634391,229.9450903,36.41637738,583.9027085,6
1137,482.692164,104.5833022,0.55729632,4.847592152,9.28729368,1132.33008,2879.353632,50.68822286,227.2713102,30.9926616,756.0003489,8
1138,490.7370334,124.6954757,0.49095152,7.830725784,10.66318904,1132.33008,2749.94448,50.79047871,228.6082003,30.9926616,719.1222831,8
1139,740.1279848,112.6281716,0.61037216,2.983133632,19.95048272,630.869616,2151.427152,50.92341131,209.8917394,44.93935932,583.9027085,5
1140,724.038246,124.6954757,0.65017904,6.432381894,11.69511056,420.579744,1472.029104,50.80581709,199.865064,26.34376236,706.8295945,5
1141,683.813899,64.3589552,0.43787568,0.93222926,26.14201184,274.994448,922.040208,50.72401241,209.8917394,35.64156084,651.5124958,6
1142,748.1728542,136.7627798,0.65017904,6.805273598,17.88663968,485.28432,2361.717024,51.02566715,211.8970745,47.26380894,626.9271186,5
1143,740.1279848,112.6281716,0.61037216,2.983133632,19.95048272,630.869616,2151.427152,50.92341131,209.8917394,44.93935932,583.9027085,5
1144,579.2305968,96.5384328,0.3980688,1.491566816,16.51074432,436.755888,2119.074864,50.78536592,217.2446348,34.8667443,645.3661515,5
1145,579.2305968,100.5608675,0.42460672,1.39834389,16.16677048,436.755888,2135.251008,50.78536592,217.9130798,34.09192776,645.3661515,5
1146,547.0511192,128.7179104,0.23884128,6.99171945,14.10292744,1148.506224,3607.280112,50.91829852,209.8917394,31.76747814,547.0246427,5
1147,732.0831154,108.6057369,0.42460672,1.025452186,10.66318904,242.64216,2442.597744,50.80070429,202.5388441,31.76747814,651.5124958,5
1148,715.9933766,136.7627798,0.42460672,1.211898038,14.10292744,194.113728,3041.115072,50.88762176,211.8970745,37.96601046,583.9027085,5
1149,563.140858,68.3813899,0.49095152,5.313706782,8.599346,469.108176,1795.551984,50.81092988,213.9024096,37.96601046,663.8051844,6
1150,539.0062498,100.5608675,0.30518608,6.712050672,13.07100592,986.744784,3558.75168,50.88250897,209.8917394,27.1185789,583.9027085,5
1151,555.0959886,128.7179104,0.22557232,7.084942376,14.44690128,1116.153936,3542.575536,50.91829852,209.2232944,30.9926616,547.0246427,5
1152,547.0511192,128.7179104,0.23884128,6.99171945,14.10292744,1148.506224,3607.280112,50.91829852,209.8917394,31.76747814,547.0246427,5
1153,490.7370334,241.346082,0,1.211898038,14.44690128,388.227456,1277.915376,50.80581709,221.2553049,29.44302852,577.7563642,4
1154,426.3780782,158.8861707,0.09288272,1.211898038,12.0390844,420.579744,1649.966688,50.71889962,233.9557605,27.1185789,651.5124958,6
1155,635.5446826,64.3589552,0.3980688,4.474700448,12.72703208,598.517328,2766.120624,50.95920085,231.9504254,34.09192776,553.170987,4
1156,611.4100744,132.7403451,0.47768256,1.957681446,11.69511056,420.579744,2782.296768,50.84160663,228.6082003,37.19119392,645.3661515,4
1157,627.4998132,120.673041,0.38479984,15.70806303,18.57458736,372.051312,2183.77944,51.11769742,211.2286295,29.44302852,553.170987,6
1158,627.4998132,120.673041,0.38479984,15.70806303,18.57458736,372.051312,2183.77944,51.11769742,211.2286295,29.44302852,553.170987,6
1159,458.5575558,104.5833022,0.35826192,3.822139966,69.13874184,1188.946584,3065.379288,50.83138105,218.5815248,29.44302852,577.7563642,6
1160,627.4998132,120.673041,0.38479984,15.70806303,18.57458736,372.051312,2183.77944,51.11769742,211.2286295,29.44302852,553.170987,6
1161,603.365205,56.3140858,0.45114464,1.211898038,18.9185612,808.8072,2474.950032,50.84671942,219.9184149,61.9853232,590.0490528,6
1162,627.4998132,120.673041,0.38479984,15.70806303,18.57458736,372.051312,2183.77944,51.11769742,211.2286295,29.44302852,553.170987,6
1163,530.9613804,100.5608675,0.54402736,6.898496524,14.79087512,469.108176,2442.597744,50.85183222,210.5601845,46.4889924,626.9271186,7
1164,458.5575558,104.5833022,0.35826192,3.822139966,69.13874184,1188.946584,3065.379288,50.83138105,218.5815248,29.44302852,577.7563642,6
1165,659.6792908,92.5159981,0.65017904,0.839006334,19.60650888,242.64216,1180.858512,50.75980195,205.2126242,29.44302852,639.2198072,6
1166,482.692164,96.5384328,0.42460672,5.873044338,10.3192152,549.988896,2086.722576,50.85183222,235.2926506,31.76747814,639.2198072,5
1167,490.7370334,181.0095615,0.35826192,0.745783408,13.41497976,210.289872,1326.443808,50.75468916,215.9077447,24.79412928,583.9027085,5
1168,595.3203356,92.5159981,0.57056528,1.305120964,15.13484896,355.875168,1827.904272,50.81092988,215.2392997,48.03862548,651.5124958,6
1169,579.2305968,80.448694,0.50422048,0.93222926,12.72703208,339.699024,1197.034656,50.70867403,214.5708546,28.66821198,676.097873,5
1170,603.365205,56.3140858,0.45114464,1.211898038,18.9185612,808.8072,2474.950032,50.84671942,219.9184149,61.9853232,590.0490528,6
1171,619.4549438,100.5608675,0.57056528,4.19503167,21.32637808,323.52288,1860.25656,50.95408806,225.9344201,38.740827,608.4880857,6
1172,659.6792908,245.3685167,0.5971032,5.034038004,10.3192152,242.64216,1908.784992,50.89273455,209.8917394,26.34376236,590.0490528,5
1173,611.4100744,84.4711287,0.58383424,1.771235594,12.38305824,161.76144,1924.961136,50.68311007,201.201954,54.2371578,786.7320704,6
1174,595.3203356,88.4935634,0.43787568,1.86445852,15.4788228,501.460464,1633.790544,50.77514033,228.6082003,42.6149097,700.6832502,5
1175,579.2305968,104.5833022,0.34499296,11.8393116,12.38305824,792.631056,3461.694816,51.05634391,227.9397552,38.740827,614.63443,6
1176,514.8716416,100.5608675,0.54402736,8.017171636,14.44690128,922.040208,2798.472912,50.94897527,200.533509,34.09192776,559.3173313,5
1177,506.8267722,128.7179104,0.4644136,10.34774479,13.41497976,469.108176,3202.876512,51.04611832,224.5975301,38.740827,577.7563642,7
1178,547.0511192,100.5608675,0.38479984,1.86445852,14.44690128,307.346736,3057.291216,50.88250897,231.2819804,41.84009316,626.9271186,6
1179,788.3972012,176.9871268,0.5307584,2.610241928,12.38305824,566.16504,2701.416048,50.90296014,198.5281739,30.21784506,565.4636756,5
1180,579.2305968,80.448694,0.331724,4.19503167,15.13484896,501.460464,1763.199696,50.86717059,215.9077447,27.89339544,577.7563642,5
1181,659.6792908,245.3685167,0.5971032,5.034038004,10.3192152,242.64216,1908.784992,50.89273455,209.8917394,26.34376236,590.0490528,5
1182,603.365205,168.9422574,0.5971032,8.483286266,9.97524136,323.52288,2022.018,50.92341131,208.5548494,27.89339544,620.7807743,6
1183,595.3203356,88.4935634,0.43787568,1.86445852,15.4788228,501.460464,1633.790544,50.77514033,228.6082003,42.6149097,700.6832502,5
1184,514.8716416,104.5833022,0.3980688,2.050904372,8.599346,533.812752,2167.603296,50.71889962,214.5708546,36.41637738,651.5124958,6
1185,635.5446826,185.0319962,0.42460672,3.822139966,11.35113672,647.04576,2232.307872,50.67799728,212.5655195,34.09192776,786.7320704,7
1186,522.916511,164.9198227,0.84921344,11.00030527,22.3582996,1051.44936,3639.6324,51.01544157,208.5548494,39.51564354,547.0246427,5
1187,603.365205,128.7179104,0.49095152,1.118675112,16.51074432,355.875168,2976.410496,50.81092988,206.5495143,33.31711122,571.6100199,5
1188,530.9613804,84.4711287,0.50422048,2.050904372,8.94331984,647.04576,1682.318976,50.68822286,217.2446348,30.9926616,682.2442173,8
1189,571.1857274,84.4711287,0.3980688,1.305120964,12.72703208,727.92648,2313.188592,50.78025312,209.2232944,25.56894582,608.4880857,6
1190,611.4100744,104.5833022,0.62364112,1.491566816,23.39022112,80.88072,889.68792,50.84160663,207.2179593,34.8667443,590.0490528,5
1191,611.4100744,84.4711287,0.58383424,1.771235594,12.38305824,161.76144,1924.961136,50.68311007,201.201954,54.2371578,786.7320704,6
1192,555.0959886,100.5608675,0.34499296,4.847592152,8.25537216,582.341184,2183.77944,50.8620578,211.2286295,55.78679088,657.6588401,7
1193,571.1857274,104.5833022,0.42460672,13.47071281,25.45406416,469.108176,1730.847408,51.02566715,197.8597289,32.54229468,565.4636756,6
1194,587.2754662,88.4935634,0.5307584,13.75038159,14.44690128,719.838408,2094.810648,51.11769742,224.5975301,31.76747814,559.3173313,7
1195,498.7819028,148.8300839,0.29191712,7.737502858,8.599346,582.341184,3494.047104,50.94386248,222.592195,46.4889924,590.0490528,6
1196,635.5446826,88.4935634,0.5971032,13.23765549,13.07100592,857.335632,2280.836304,51.08702066,202.5388441,35.64156084,565.4636756,6
1197,555.0959886,100.5608675,0.34499296,4.847592152,8.25537216,582.341184,2183.77944,50.8620578,211.2286295,55.78679088,657.6588401,7
1198,587.2754662,88.4935634,0.5307584,13.75038159,14.44690128,719.838408,2094.810648,51.11769742,224.5975301,31.76747814,559.3173313,7
1199,571.1857274,104.5833022,0.42460672,13.47071281,25.45406416,469.108176,1730.847408,51.02566715,197.8597289,32.54229468,565.4636756,6
1200,595.3203356,100.5608675,0.49095152,6.432381894,6.8794768,226.466016,1504.381392,50.81604267,200.533509,37.19119392,657.6588401,7
1201,547.0511192,72.4038246,0.49095152,1.39834389,9.28729368,598.517328,1504.381392,50.71889962,220.5868599,34.8667443,663.8051844,6
1202,563.140858,68.3813899,0.49095152,1.39834389,9.63126752,420.579744,1213.2108,50.7291252,220.5868599,35.64156084,663.8051844,7
1203,514.8716416,120.673041,0.50422048,7.271388228,15.82279664,566.16504,3105.819648,50.89784735,207.2179593,28.66821198,553.170987,5
1204,402.24347,132.7403451,0.21230336,1.39834389,16.85471816,161.76144,1569.085968,50.70356124,232.6188704,34.09192776,657.6588401,6
1205,402.24347,132.7403451,0.21230336,1.39834389,16.85471816,161.76144,1569.085968,50.70356124,232.6188704,34.09192776,657.6588401,6
1206,715.9933766,132.7403451,0.42460672,1.39834389,16.16677048,177.937584,3235.2288,50.89273455,213.2339646,35.64156084,577.7563642,5
1207,563.140858,104.5833022,0.61037216,14.49616499,12.72703208,986.744784,2766.120624,51.05634391,196.5228388,27.1185789,540.8782984,6
1208,514.8716416,120.673041,0.50422048,7.271388228,15.82279664,566.16504,3105.819648,50.89784735,207.2179593,28.66821198,553.170987,5
1209,506.8267722,84.4711287,0.5307584,1.584789742,10.66318904,776.454912,2167.603296,50.70356124,228.6082003,37.96601046,706.8295945,6
1210,643.589552,92.5159981,0.61037216,1.39834389,10.3192152,485.28432,2022.018,50.65243332,215.9077447,36.41637738,768.2930375,6
1211,740.1279848,112.6281716,0.54402736,0.93222926,14.44690128,226.466016,954.392496,50.7291252,197.8597289,19.3704135,645.3661515,6
1212,587.2754662,108.6057369,0.51748944,6.245936042,22.01432576,452.932032,3041.115072,50.91318572,219.9184149,23.2444962,596.1953971,5
1213,611.4100744,128.7179104,0.47768256,1.491566816,13.7589536,517.636608,2507.30232,50.77002754,215.9077447,40.29046008,694.5369059,6
1214,402.24347,132.7403451,0.21230336,1.39834389,16.85471816,161.76144,1569.085968,50.70356124,232.6188704,34.09192776,657.6588401,6
1215,780.3523318,96.5384328,0.5971032,1.118675112,11.35113672,177.937584,954.392496,50.74957637,183.1539382,36.41637738,663.8051844,6
1216,643.589552,112.6281716,0.55729632,6.618827746,15.4788228,663.221904,2733.768336,50.91829852,211.8970745,33.31711122,651.5124958,5
1217,659.6792908,148.8300839,0.47768256,0.93222926,11.69511056,274.994448,1504.381392,50.64732052,203.2072891,24.79412928,719.1222831,8
1218,643.589552,245.3685167,0.50422048,11.27997405,103.5361258,388.227456,3558.75168,51.09213345,196.5228388,37.19119392,565.4636756,5
1219,579.2305968,104.5833022,0.58383424,6.618827746,9.28729368,404.4036,2038.194144,50.77002754,201.8703991,26.34376236,682.2442173,8
1220,659.6792908,148.8300839,0.47768256,0.93222926,11.69511056,274.994448,1504.381392,50.64732052,203.2072891,24.79412928,719.1222831,8
1221,514.8716416,92.5159981,0.43787568,1.072063649,15.13484896,250.730232,3518.31132,50.71889962,222.592195,34.09192776,676.097873,6
1222,474.6472946,160.897388,0.42460672,5.59337556,11.69511056,808.8072,2054.370288,50.71889962,234.6242055,44.93935932,768.2930375,7
1223,611.4100744,112.6281716,0.51748944,1.118675112,13.07100592,339.699024,1860.25656,50.82115546,211.2286295,51.91270818,614.63443,6
1224,643.589552,112.6281716,0.55729632,6.618827746,15.4788228,663.221904,2733.768336,50.91829852,211.8970745,33.31711122,651.5124958,5
1225,579.2305968,92.5159981,0.51748944,2.144127298,11.35113672,469.108176,1649.966688,50.65754611,217.9130798,41.84009316,756.0003489,7
1226,547.0511192,128.7179104,0.49095152,3.169579484,7.91139832,307.346736,1407.324528,50.62686935,209.8917394,41.06527662,780.5857261,6
1227,579.2305968,92.5159981,0.51748944,2.144127298,11.35113672,469.108176,1649.966688,50.65754611,217.9130798,41.84009316,756.0003489,7
1228,555.0959886,72.4038246,0.50422048,6.05949019,13.41497976,323.52288,1779.37584,50.83649384,207.2179593,32.54229468,645.3661515,5
1229,756.2177236,104.5833022,0.70325488,1.118675112,16.16677048,404.4036,1763.199696,50.72401241,215.9077447,21.69486312,768.2930375,6
1230,667.7241602,132.7403451,0.55729632,1.072063649,11.35113672,291.170592,1552.909824,50.67288449,213.9024096,24.79412928,762.1466932,3
1231,587.2754662,116.6506063,0.3980688,12.11898038,14.79087512,744.102624,3849.922272,51.05634391,204.5441792,31.76747814,534.7319541,6
1232,635.5446826,164.9198227,0.49095152,4.19503167,10.3192152,647.04576,1844.080416,50.71889962,211.8970745,41.84009316,762.1466932,7
1233,635.5446826,176.9871268,0.49095152,5.453541171,11.35113672,436.755888,1504.381392,50.71889962,211.2286295,41.84009316,774.4393818,7
1234,619.4549438,156.8749533,0.3980688,4.847592152,12.72703208,469.108176,2119.074864,50.83649384,225.9344201,34.09192776,676.097873,6
1235,619.4549438,104.5833022,0.41133776,1.211898038,14.79087512,760.278768,2507.30232,50.80581709,228.6082003,38.740827,620.7807743,6
1236,627.4998132,128.7179104,0.41133776,1.584789742,12.38305824,744.102624,3154.34808,50.77002754,202.5388441,37.19119392,645.3661515,5
1237,547.0511192,128.7179104,0.49095152,3.169579484,7.91139832,307.346736,1407.324528,50.62686935,209.8917394,41.06527662,780.5857261,6
1238,587.2754662,96.5384328,0.51748944,3.356025336,8.25537216,566.16504,1876.432704,50.75980195,211.8970745,39.51564354,669.9515287,5
1239,571.1857274,176.9871268,0.49095152,2.517019002,14.10292744,566.16504,2070.546432,50.5961926,205.2126242,33.31711122,829.7564805,7
1240,828.6215482,100.5608675,0.63691008,2.050904372,14.44690128,452.932032,2652.887616,51.02566715,213.2339646,45.71417586,596.1953971,5
1241,635.5446826,56.3140858,0.37153088,1.678012668,14.10292744,711.750336,2879.353632,50.89273455,230.6135354,33.31711122,565.4636756,6
1242,595.3203356,72.4038246,0.55729632,1.957681446,12.38305824,533.812752,3024.938928,50.81092988,227.2713102,31.76747814,651.5124958,7
1243,651.6344214,172.9646921,0.55729632,6.152713116,11.35113672,582.341184,2280.836304,50.70867403,199.1966189,30.21784506,817.4637919,7
1244,571.1857274,176.9871268,0.49095152,2.517019002,14.10292744,566.16504,2070.546432,50.5961926,205.2126242,33.31711122,829.7564805,7
1245,514.8716416,104.5833022,0.29191712,4.754369226,12.72703208,372.051312,2119.074864,50.84160663,219.9184149,24.79412928,620.7807743,5
1246,643.589552,265.4806902,0.95536512,16.36062351,14.44690128,1002.920928,3769.041552,51.12281021,195.1859488,52.68752472,577.7563642,4
1247,643.589552,80.448694,0.5307584,4.847592152,18.9185612,663.221904,2701.416048,50.88762176,212.5655195,30.9926616,651.5124958,7
1248,579.2305968,84.4711287,0.45114464,1.025452186,15.82279664,404.4036,1294.09152,50.71889962,217.2446348,30.9926616,694.5369059,6
1249,579.2305968,72.4038246,0.41133776,1.025452186,15.4788228,323.52288,1180.858512,50.74446358,221.92375,30.9926616,663.8051844,7
